beerName,description
"Heady Topper","Heady Topper pours a very cloudy honey color, hints of orange and soft brown, lots of sediment floating around the glass, much of it sinks to the bottom, a faint head pops up but doesn’t stick around too long, not much of a residual film and some mild soapy lacing sticks to the glass. The aroma is fantastic, big notes of citrus, heavy on the grapefruit, but with a nice amount of tropical fruits, mango, papayas and pineapple come to mind. A healthy amount of grassy and dirtier pine-like hops come through as well, very bitter that cuts the brightness and sweetness very well, almost no malt presence to speak of, some faint biscuit hides in the shadows of huge hoppy aromas. The flavors are wonderful, huge bright notes of citrusy hops, grapefruit, lemon zest, the tropical sweeter flavors are there, some pineapple and mango, but again, a wonderful bitterness from some dry pine and weedy flavors, just a super dank hop profile. Like the aroma, only the faintest biscuity malt can be detected underneath a potent hop forward palate. Nice full body, coats the mouth really well, goes down super easily, remains wonderfully dry and bitter, keeps you coming back without leaving an unpleasant cotton mouth experience. "
"Heady Topper","I've had this enough in a can to be able to appreciate it, but it was nice to have had the opportunity to get it straight from the source and as fresh as possible."
"Heady Topper","Poured into a tulip."
"Heady Topper","Poured into a pint glass. Can split with a friend."
"Heady Topper","A: I did pour a little out to review :) Beautiful, crisp, clear yellow. Thick bright white head. No lacing."
"Heady Topper","I journeyed North into the Green Mountain state to get it, and I would say the trip was well worth it. "
"Heady Topper","Heady Topper came out the can looking like a muddy stream but settled in the glass looking reasonably presentable. Its complexion really varies depending on the angle and closeness of the light, ranging from clear straw yellow to thick mango smoothie. Heady does not have much head, nor does it show any signs of carbonation. "
"Heady Topper","Well, somehow PA finally got some fresh Heady Topper directly from The Alchemist via Origlio Beverage. I will say the announcement was made it was coming and it showed up at stores 2 days later. This beer is fresh! So glad to have a chance to drink this liquid gold (know where my review is going??)"
"Heady Topper","finally. a beer that lives up to the hype. "
"Heady Topper","1/2 OF A 16OZ CAN poured into a regular pint glass, while drinking the other half out the CAN. Excited to see this in Philly. I bought it with ease. Purchased a single at Capone's and a 4-pack from the bottle shop at Local 44. Props to Origlio for pulling in a great brewery, it's about time you guys found some new blood."
"Heady Topper","Poured from a 16oz can into a snifter"
"Heady Topper","I have been meaning to review Heady Topper for a few weeks now but this seems like as good of a time as any. Thanks to my brother (Mitchell) for going way out of the way to pick up a case while in Vermont. While I will agree with many that Heady will not be winning any awards for appearance, it certainly deserves ever bit of its rating on BA. Heady Topper is definitely one of the best IIPA’s I have ever drank in my life. The hops come in waves and while it never overpowers you it continuously lets you know you are drinking an IIPA. It is scary because it is so drinkable that I could throw back a few of these without hesitation but at 8% is will definitely let you know you have been drinking. It starts off with wave after wave of piney citrus hops in the nose. The hops are present but very drinkable with the same piney citrus mouth feel. This beer is unbelievable as sip after sip coats your mouth with a wave of hops. This beer is definitely better cold as it looses some of the wonderful characteristics as it warms. Follow the instructions on the can and drink it fresh, cold, and from the can and you will not be disappointed!"
"Heady Topper","big ups to OsNJCB for sending this as an extra!"
"Heady Topper","Heard great things about this beer, so when i finally made my way to the brewery i bought an entire case to bring back home because they don't distribute in my area. anyhoo, it was one of the greatest beers I have ever had. What really got me was the aroma, i was practically drinking with my nose. I also love how it comes in a four pack of 16 ounce cans, not a 22 ounce bottle like most of those world class beers. I am definitely making another trip up for some more. The only thing I thought can be a bad thing or good thing i guess is you will have that delicious taste in your mouth for a while. So if you are having any other beer, it may taste like Heady Topper!"
"Heady Topper","16oz can into a tall snifter"
"Heady Topper","1pt can poured into a snifter (sorry, I could not drink this straight out of the can, no matter how much persuasion is written on it.  I have one more and maybe I will.  It just seems wrong though)"
"Heady Topper","FINALLY! Thanks Dave! Pours a hazy/cloudy golden-orange color with a small-medium white head that disappears quickly. Scent is just what anyone would want in a DIPA...such lovely hop aroma! Tropical hops with intense, bitter pine notes. Smells so fresh and hoppy...pineapple, grapefruit, melon, pine sap, guava, orange, lemon...SO INVITING. Taste is lacking in the malt profile...which is GREAT! Being from the west coast, this is just what I like. A little bit of malt, but not enough to make this delicious brew lose any points. Lovely citrus and tropical fruit flavors with just the right amount of bitterness. No lingering bitterness with this beer...crisp and clean. The palate is miraculously wiped clean after a few seconds of each sip. Mouthfeel is medium bodied, full of flavor, and crisp finish. Drinkability is Very High. ABV not even noticeable. Overall, this was a great experience. I am very impressed considering this drinks like a west coast style DIPA...love the lack of malt. I wish I had regular access to this so I could drink it like the can recommends... straight from the can. Brilliant beer!"
"Heady Topper","What needs to be said about this beer that hasn't already? Popped out of a can into my tulip. "
"Heady Topper","Thanks to dude from PT"
"Heady Topper","unsure of when it was canned, but it sure smells fresh. part of a trade with gn0sis - thanks! poured into a Deschutes snifter a bit warmer than I needed to (I got home, saw the box, and pulled it straight out instead of giving it any time in the fridge. Couldn't wait!)."
"Heady Topper","Drinking from the can because the can said so. Poured 25cl into a Boulevard tulip so I can judge the appearance and try it from a glass."
"Heady Topper","Served from a can into a tulip. I won't drink from the can, instructions be damed."
"Heady Topper","Thanks to bentwookie for this big want. Tulip glass."
"Heady Topper","Oh my god!!! they really hit this one out the park, smells like citrus, grapefruit,and pine. just had a zombie dust the other day and this one is just as nice of a tasty beer. one is not enough, makes you want to have more and more again. and this all comes from a can WOW."
"Heady Topper","pours a very hazy peach color with loads of sediment floating around and white ring. The nose has a fair bit of citrus and notes of grapefruit. Faint undertone of a sweet caramel malt. The flavor is nice, sweet hops and malts blend together but seems well attenuated. Light grapefruit and bitter citrus round off the dominant hop presence as the bitterness lingers for a moment but doesn't disrupt the drinkability. The body is very inviting with a gentle tingling carbonation and a smooth soft feel to it."
